"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-04",99.30024,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-05",98.8578,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-06",98.45229,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-07",98.16869,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-08",98.01758,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-09",98.0005,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-10",97.93391,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-11",97.79344,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.78056,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.80849,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.73329,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.76223,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.87449,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.79229,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.74119,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-07",97.76878,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-08",97.79578,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-09",97.80656,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-10",97.82221,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2023-11",97.78062,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2447,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.18714,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.05659,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.70216,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.90826,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.19025,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.44762,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.66483,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.74539,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.75688,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.87383,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.0185,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.30036,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.71387,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.0431,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.2928,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.4505,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.3512,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.1069,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.94019,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-10",99.75652,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.53008,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.29008,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.95532,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.49078,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.94662,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.54941,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.17204,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.79837,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.59621,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.6004,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-09",96.62044,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-10",96.71808,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.90028,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.17297,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.48071,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.73389,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.90691,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-04",98.11711,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-05",98.30579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-06",98.49319,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-07",98.5908,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-08",98.50615,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-09",98.34199,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-10",98.16222,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2023-11",98.03391,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.46222,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.34398,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.99853,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.68578,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.75526,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.25061,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.78562,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",100.2202,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",100.5067,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.5549,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.5178,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.7431,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",101.1022,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",101.4733,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-03",101.7358,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-04",102.0812,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.4227,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.4863,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.3952,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.2247,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.9849,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.627,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.1746,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.6732,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.96109,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.14388,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.08069,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.33757,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.63577,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-06",95.8944,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-07",95.03341,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-08",94.27908,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-09",93.55409,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-10",93.28636,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-11",93.49962,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-12",93.75429,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-01",94.07831,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-02",94.49452,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-03",94.91455,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-04",95.48534,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-05",96.00565,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-06",96.22694,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-07",96.06849,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-08",95.72306,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-09",95.51567,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-10",95.56802,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2023-11",95.81522,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.016,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.058,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.66978,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.19161,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-05",94.19739,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-06",94.03073,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-07",95.05297,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-08",96.26547,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.30561,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.02331,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.37244,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.73869,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.15876,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.73452,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.6276,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.559,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.2787,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.8195,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.9858,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.9173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-09",103.1162,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-10",103.5246,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-11",103.8913,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-12",103.5647,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-01",103.0517,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-02",102.8411,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-03",102.9101,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-04",102.9713,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-05",102.7266,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-06",102.0869,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-07",101.3392,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-08",100.9197,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-09",100.9299,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-10",101.2607,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-11",101.8227,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-12",102.5054,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-01",103.1893,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-02",103.5676,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-03",103.6255,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-04",103.6431,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-05",103.8765,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-06",104.3206,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-07",104.8125,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-08",105.1193,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-09",105.1567,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2023-10",104.9879,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.839,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.4871,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.43686,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.92149,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.17843,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.3149,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.79929,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.0043,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.83007,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.49922,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.40385,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.80704,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.38451,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.43234,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.7107,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.7172,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.4858,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.8313,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.7769,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.2713,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.4323,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.737,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.4145,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.94456,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.94716,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.46325,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-03",95.94546,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-04",94.6653,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-05",93.90945,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-06",93.49795,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-07",93.16235,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-08",92.6427,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-09",92.21188,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-10",92.31421,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-11",92.73776,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-12",93.1413,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-01",93.57458,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-02",94.38962,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-03",95.30379,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-04",96.34697,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.19897,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.65668,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-07",97.66314,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-08",97.85658,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-09",97.92791,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-10",97.68578,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-11",97.8034,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.15316,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.95748,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.45458,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.52316,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.47601,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.74687,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-07",95.69296,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-08",96.07949,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-09",96.65216,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.26923,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.84744,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.31538,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.60567,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.75759,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-03",98.78226,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-04",98.66632,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-05",98.50289,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-06",98.4,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-07",98.43663,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.55813,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.69521,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-10",98.798,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-11",98.85452,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2021-12",98.83979,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.71114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.47483,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.10722,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.58364,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.03866,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.66724,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.64748,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.88973,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-09",97.31565,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-10",97.8752,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-11",98.38007,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2022-12",98.56639,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-01",98.21223,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.57353,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-03",96.96037,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-04",96.59784,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-05",96.46125,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-06",96.53502,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-07",96.8455,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-08",97.28352,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2023-09",97.7606,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.5904,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.171,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1933,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.12979,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.63992,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.59114,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.60809,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.80579,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.11186,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.25757,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.21535,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.21835,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.22431,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.36106,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.71992,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.95927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.90175,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.69612,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.23751,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.67987,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.38712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",98.20426,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",98.0452,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",97.94581,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",97.71545,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.41409,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.18127,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.01829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.61964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.2206,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.19323,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.4541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-09",96.66862,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-10",96.78098,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.84678,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.0624,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.34505,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.45943,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.34885,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.25688,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.25957,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.55814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-07",97.92149,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-08",98.0014,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-09",97.83078,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-10",97.49587,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-11",97.12985,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.5158,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.045,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.1304,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.86822,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.45314,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.65051,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",100.1038,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",100.4796,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",100.6136,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.5504,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.4827,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.4112,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-01",100.3716,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.383,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.4883,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.6445,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.9843,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.3668,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.4406,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.3258,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.2458,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.264,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.2286,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2021-12",101.3906,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-01",101.4851,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-02",101.2914,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-03",100.6722,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-04",100.0369,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-05",99.40756,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-06",98.773,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-07",98.19268,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-08",97.66069,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-09",97.33162,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-10",97.18438,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-11",97.25346,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.45824,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.75407,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-02",98.14752,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-03",98.52281,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-04",98.68857,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-05",98.69948,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-06",98.80054,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-07",98.90269,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-08",99.03186,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-09",99.09241,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-10",99.23922,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2023-11",99.4137,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.0988,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3782,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.9138,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.15044,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.77516,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.17057,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.56014,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.79273,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.81532,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.77478,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.6806,
"PRT","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.83875,
