"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.2603,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-02",102.0537,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.8064,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.6486,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.5238,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.3614,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-07",101.1257,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.8549,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.6222,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-10",100.5152,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-11",100.5318,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2022-12",100.5957,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.6929,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.7616,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.7633,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-04",100.645,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-05",100.4446,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-06",100.2255,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-07",100.0471,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-08",99.89356,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-09",99.77555,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-10",99.71516,
"ITA","BCI","AMPLITUD","LTRENDIDX","M","2023-11",99.68047,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.89749,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.79572,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.16338,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.05008,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.40458,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.36279,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",96.7149,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",96.96197,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",97.27241,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",97.74415,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.28757,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.01614,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.61381,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.0338,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-03",100.615,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.2747,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-05",101.9097,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-06",102.4196,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.7418,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-08",103.04,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-09",103.174,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-10",103.1894,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-11",103.0351,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.7856,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.6767,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-02",102.6111,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-03",102.342,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-04",102.0441,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.6904,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.2312,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.7102,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.1732,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.66902,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.22091,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-11",98.94459,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2022-12",98.90137,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.92845,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.72673,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.36903,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.08544,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-05",97.83302,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-06",97.4901,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-07",97.16819,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-08",96.94526,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-09",96.7713,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-10",96.70614,
"FIN","BCI","AMPLITUD","LTRENDIDX","M","2023-11",96.64729,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.41169,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.12574,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.43921,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.68958,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-05",97.67644,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-06",98.30415,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.99696,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.50607,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.8746,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.1681,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.309,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.5191,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.7459,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.1142,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.5172,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.7637,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-05",101.9489,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-06",102.0449,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.0838,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.0933,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.1371,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.1717,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.1568,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.0493,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-01",101.9117,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-02",101.7716,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-03",101.5691,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-04",101.3685,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-05",101.1811,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.9137,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.6393,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.365,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.1174,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.9476,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.79779,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.68572,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-01",99.59747,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.49903,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.38261,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-04",99.27554,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-05",99.18488,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-06",99.12624,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-07",99.12511,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-08",99.16071,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-09",99.19386,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-10",99.11808,
"G-7","BCI","AMPLITUD","LTRENDIDX","M","2023-11",98.98544,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.53574,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-02",98.14831,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.49713,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-04",96.90247,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.61497,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.7491,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.12987,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.59949,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.07738,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.53142,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-11",98.83061,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.02574,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.30729,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.70014,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-03",100.1861,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-04",100.6416,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.8293,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-06",100.7877,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.6062,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.3937,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.1662,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-10",100.059,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-11",100.0768,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2021-12",100.1273,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.1506,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-02",100.1422,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-03",100.1295,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.1065,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.0471,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-06",99.85412,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-07",99.56602,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-08",99.32918,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.09838,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-10",98.87364,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-11",98.63712,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2022-12",98.39419,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.18959,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.09316,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.11063,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.24326,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-05",98.32348,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.32303,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-07",98.23602,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-08",98.11613,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-09",98.05341,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-10",98.07375,
"KOR","BCI","AMPLITUD","LTRENDIDX","M","2023-11",98.09141,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.80004,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.60714,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.63661,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.12025,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.66354,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-06",97.28374,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-07",98.24462,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.15197,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.90874,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.462,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.9331,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2020-12",101.3117,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.7986,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-02",102.2095,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.5926,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.9636,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-05",103.3001,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-06",103.5784,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-07",103.8871,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-08",104.0911,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-09",104.2205,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-10",104.3685,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-11",104.4459,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2021-12",104.4836,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-01",104.3663,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-02",104.2454,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-03",104.0893,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-04",103.9062,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-05",103.7257,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-06",103.4035,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-07",103.0786,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-08",102.6376,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-09",102.0539,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-10",101.5672,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-11",101.3071,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2022-12",101.0973,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.9326,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.8556,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.6842,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-04",100.4234,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-05",100.262,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-06",100.0779,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-07",99.93306,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-08",99.96756,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-09",100.0351,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-10",100.0614,
"SWE","BCI","AMPLITUD","LTRENDIDX","M","2023-11",100.0636,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.52195,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-02",97.36674,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-03",95.4502,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-04",93.27155,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-05",92.17256,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-06",92.37059,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-07",93.06987,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-08",93.78742,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-09",94.4583,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-10",94.9795,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-11",95.37338,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2020-12",95.71442,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-01",96.07231,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-02",96.58861,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-03",97.37676,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-04",98.34464,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-05",99.21505,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-06",99.87363,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.2035,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.296,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.3874,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-10",100.5522,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-11",100.7008,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2021-12",100.6624,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.4926,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-02",100.4813,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-03",100.4615,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.5099,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.5144,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.4118,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-07",100.2515,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-08",100.1305,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.92747,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.74271,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.64996,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.79092,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.1815,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.6909,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.9921,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-04",101.1041,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-05",101.1746,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-06",101.2306,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-07",101.299,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-08",101.3533,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-09",101.4089,
"MEX","BCI","AMPLITUD","LTRENDIDX","M","2023-10",101.4654,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",95.69115,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",94.09217,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",96.36403,
