,Business_Confidence,Consumer_Confidence,Inflation,BTC/USD_Volatility_Index
2011-03-17,,,,5.555500523
2011-03-18,,,,5.591336384904825
2011-03-19,,,,5.591174149970056
2011-03-20,,,,5.058187137061858
2011-03-21,,,,4.945893421994326
2011-03-22,,,,4.574428749259899
2011-03-23,,,,4.733294977737199
2011-03-24,,,,4.758433192043347
2011-03-25,,,,4.729789070493204
2011-03-26,,,,4.309312371017194
2011-03-27,,,,4.020236439381251
2011-03-28,,,,3.955352441308212
2011-03-29,,,,3.755510265934366
2011-03-30,,,,3.710629457297507
2011-03-31,,,,3.4543572235969973
2011-04-01,,,,3.416680398721493
2011-04-02,,,,3.417626298505445
2011-04-03,,,,3.364081597940935
2011-04-04,,,,3.351562223143867
2011-04-05,,,,4.137094499801148
2011-04-06,,,,4.248608700762067
2011-04-07,,,,4.3397276595986005
2011-04-08,,,,4.362584992674862
2011-04-09,,,,4.0761733559043165
2011-04-10,,,,3.9768617716214263
2011-04-11,,,,3.878679604499295
2011-04-12,,,,3.971960421499308
2011-04-13,,,,4.515190339460784
2011-04-14,,,,4.673062743538635
2011-04-15,,,,4.886303447395961
2011-04-16,,,,4.8149681857601925
2011-04-17,,,,4.899687883343142
2011-04-18,,,,4.768070645319535
2011-04-19,,,,4.721374590599292
2011-04-20,,,,4.727090924377272
2011-04-21,,,,4.775408296234463
2011-04-22,,,,4.80215493578114
2011-04-23,,,,5.461724391640313
2011-04-24,,,,6.318920577459131
2011-04-25,,,,6.349808995476954
2011-04-26,,,,6.359256165058948
2011-04-27,,,,6.656374022033631
2011-04-28,,,,6.640075968661906
2011-04-29,,,,6.974292551285484
2011-04-30,,,,8.114248560653287
2011-05-01,,,,8.493608378
2011-05-02,,,,9.210573378760191
2011-05-03,,,,9.15952239
2011-05-04,,,,8.444520999007365
2011-05-05,,,,8.507674861996538
2011-05-06,,,,8.621150339498797
2011-05-07,,,,8.604084149890259
2011-05-08,,,,8.532720876
2011-05-09,,,,8.387612162794222
2011-05-10,,,,8.456325872023232
2011-05-11,,,,10.864550625983176
2011-05-12,,,,11.074437514997683
2011-05-13,,,,11.154374539986026
2011-05-14,,,,11.738980466122358
2011-05-15,,,,12.241506302869787
2011-05-16,,,,12.37593243539214
2011-05-17,,,,12.451102470832016
2011-05-18,,,,12.883519329611811
2011-05-19,,,,13.023981809847385
2011-05-20,,,,12.932744026745803
2011-05-21,,,,13.793284282902132
2011-05-22,,,,13.681378712254428
2011-05-23,,,,13.448773481303064
2011-05-24,,,,13.342019324933345
2011-05-25,,,,13.218690291097232
2011-05-26,,,,13.182616248787182
2011-05-27,,,,13.183022124794224
2011-05-28,,,,13.138433583934178
2011-05-29,,,,12.50487034350583
2011-05-30,,,,12.13108318981186
2011-05-31,,,,11.66380022529512
2011-06-01,,,,11.686432563010344
2011-06-02,,,,11.721070749113071
2011-06-03,,,,11.762485328046932
2011-06-04,,,,12.642412635912969
2011-06-05,,,,13.330968890461456
2011-06-06,,,,13.752503892808496
2011-06-07,,,,13.786670551247598
2011-06-08,,,,14.201423219102033
2011-06-09,,,,12.748717658608347
2011-06-10,,,,12.663794742176329
2011-06-11,,,,13.35825298536901
2011-06-12,,,,16.054458372528245
2011-06-13,,,,16.268610256700722
2011-06-14,,,,16.235618485038415
2011-06-15,,,,16.152477172458944
2011-06-16,,,,15.929110273625694
2011-06-17,,,,16.182853654035757
2011-06-18,,,,16.299283411872327
2011-06-19,,,,15.727631533335332
2011-06-20,,,,15.695389461032622
2011-06-21,,,,15.675415046305904
2011-06-22,,,,15.673592421852842
2011-06-23,,,,15.68347975762132
2011-06-24,,,,15.585629906546291
2011-06-25,,,,15.587081304905096
2011-06-26,,,,15.554268989275547
2011-06-27,,,,15.613918899625912
2011-06-28,,,,15.613519250754813
2011-06-29,,,,15.610478819175016
2011-06-30,,,,15.61012958692
2011-07-01,,,,15.602555876674362
2011-07-02,,,,15.557593038674217
2011-07-03,,,,14.554036187198752
2011-07-04,,,,13.54901434076328
2011-07-05,,,,13.505199079829278
2011-07-06,,,,13.381678391130093
2011-07-07,,,,12.700580827328173
2011-07-08,,,,11.917342034902584
2011-07-09,,,,11.918213009907872
2011-07-10,,,,11.499636206973566
2011-07-11,,,,7.045467393024639
2011-07-12,,,,5.451805883464085
2011-07-13,,,,5.249087453893068
2011-07-14,,,,5.241049543383618
2011-07-15,,,,5.231117891463272
2011-07-16,,,,4.644749363130476
2011-07-17,,,,4.423979135676178
2011-07-18,,,,4.203913186700879
2011-07-19,,,,4.164034847887914
2011-07-20,,,,4.215072444140225
2011-07-21,,,,4.212649866031613
2011-07-22,,,,4.209847931229472
2011-07-23,,,,4.216056466747449
2011-07-24,,,,4.215300643025112
2011-07-25,,,,4.250048779585932
2011-07-26,,,,4.122612439538363
2011-07-27,,,,4.099038973
2011-07-28,,,,4.089184550732707
2011-07-29,,,,4.117578120727951
2011-07-30,,,,4.055913797835737
2011-07-31,,,,3.9894496837692537
2011-08-01,,,,3.991787052016237
2011-08-02,,,,3.997752324876484
2011-08-03,,,,3.791960796884713
2011-08-04,,,,6.018341792370043
2011-08-05,,,,6.139806585395108
2011-08-06,,,,6.318910054450388
2011-08-07,,,,9.596588297556409
2011-08-08,,,,10.379662705973496
2011-08-09,,,,10.324916572813008
2011-08-10,,,,11.458716342397524
2011-08-11,,,,11.460496825565594
2011-08-12,,,,11.485198239025618
2011-08-13,,,,11.483822793591358
2011-08-14,,,,11.584291691891671
2011-08-15,,,,11.666069485648045
2011-08-16,,,,11.671322306042589
2011-08-17,,,,11.6587812373241
2011-08-18,,,,11.640850762914637
2011-08-19,,,,11.640751537882158
2011-08-20,,,,11.73779350092126
2011-08-21,,,,11.737535142988715
2011-08-22,,,,11.73768201
2011-08-23,,,,11.73826891123575
2011-08-24,,,,11.737983660360513
2011-08-25,,,,11.7378192268376
2011-08-26,,,,11.90416711004758
2011-08-27,,,,12.237277483601854
2011-08-28,,,,12.295365121349487
2011-08-29,,,,12.36021387990898
2011-08-30,,,,12.360305743789231
2011-08-31,,,,12.360424986843675
2011-09-01,,,,12.335961874221354
2011-09-02,,,,11.360127956322176
2011-09-03,,,,11.02829264644822
2011-09-04,,,,10.909640446179765
2011-09-05,,,,7.820759659275309
2011-09-06,,,,7.145334039003684
2011-09-07,,,,7.391706464194536
2011-09-08,,,,5.691086460107315
2011-09-09,,,,5.8978880911881655
2011-09-10,,,,7.442924669355514
2011-09-11,,,,7.4517758111553185
2011-09-12,,,,8.429217236612578
2011-09-13,,,,8.347638976449751
2011-09-14,,,,8.300467260230883
2011-09-15,,,,8.301381396
2011-09-16,,,,8.612409893772176
2011-09-17,,,,8.617953688041611
2011-09-18,,,,8.405744946567863
2011-09-19,,,,8.680736912875574
2011-09-20,,,,8.791747298601885
2011-09-21,,,,9.15171712823986
2011-09-22,,,,9.2185091949349
2011-09-23,,,,9.215870107890376
2011-09-24,,,,9.075460645
2011-09-25,,,,8.624268421511363
2011-09-26,,,,8.540851105981643
2011-09-27,,,,8.534960793716778
2011-09-28,,,,8.552328429285936
2011-09-29,,,,8.553871401177279
2011-09-30,,,,8.511343473772293
2011-10-01,,,,8.672964813503645
2011-10-02,,,,8.576271712080926
2011-10-03,,,,8.582470237
2011-10-04,,,,8.580964816310424
2011-10-05,,,,8.515473237549843
2011-10-06,,,,8.343720848312902
2011-10-07,,,,8.273356483835444
2011-10-08,,,,8.298183448591814
2011-10-09,,,,6.897846400716314
2011-10-10,,,,6.867033983
2011-10-11,,,,5.544753728167972
2011-10-12,,,,5.491797526209149
2011-10-13,,,,5.602497512071452
2011-10-14,,,,5.595620883413792
2011-10-15,,,,4.928761678630943
2011-10-16,,,,4.960908590823388
2011-10-17,,,,5.125206790575791
2011-10-18,,,,7.557730372238379
2011-10-19,,,,7.445670628173977
2011-10-20,,,,6.958356389062343
2011-10-21,,,,6.996627214
2011-10-22,,,,7.344167327165693
2011-10-23,,,,8.482645973859524
2011-10-24,,,,8.492872516739151
2011-10-25,,,,9.276263042559776
2011-10-26,,,,9.407894559417642
2011-10-27,,,,9.400068740925116
2011-10-28,,,,9.622826175413998
2011-10-29,,,,9.691161464
2011-10-30,,,,9.859470566653282
2011-10-31,,,,9.965862193
2011-11-01,,,,9.963613586756267
2011-11-02,,,,9.963653982217869
2011-11-03,,,,10.004561472268222
2011-11-04,,,,10.009599825168898
2011-11-05,,,,10.006372618386456
2011-11-06,,,,9.882570585
2011-11-07,,,,9.833599849991732
2011-11-08,,,,9.825129483382373
2011-11-09,,,,9.830551852689169
2011-11-10,,,,9.817996478785616
2011-11-11,,,,9.751952715093344
2011-11-12,,,,9.903498306336758
2011-11-13,,,,9.903819197938509
2011-11-14,,,,9.889533441666035
2011-11-15,,,,11.218789605194925
2011-11-16,,,,9.522185101797175
2011-11-17,,,,9.633310711974396
2011-11-18,,,,9.867153528240506
2011-11-19,,,,9.991102620948496
2011-11-20,,,,9.925598149613252
2011-11-21,,,,9.056167208926542
2011-11-22,,,,9.108132025938968
2011-11-23,,,,8.185826806776959
2011-11-24,,,,8.011089335057758
2011-11-25,,,,8.059743901
2011-11-26,,,,7.874945198867652
2011-11-27,,,,7.804804919804097
2011-11-28,,,,7.435525760780169
2011-11-29,,,,7.315460505945539
2011-11-30,,,,7.480686151900786
2011-12-01,,,,7.618196736320149
2011-12-02,,,,7.613897525893884
2011-12-03,,,,7.600381825370536
2011-12-04,,,,7.860421819349004
2011-12-05,,,,7.823211834750926
2011-12-06,,,,7.831715778153797
2011-12-07,,,,7.885303430759756
2011-12-08,,,,7.887201022
2011-12-09,,,,7.869259906445524
2011-12-10,,,,7.835122015928486
2011-12-11,,,,7.701458018379753
2011-12-12,,,,7.785714829393529
2011-12-13,,,,7.815333116453747
2011-12-14,,,,5.255496114350221
2011-12-15,,,,5.273872094871974
2011-12-16,,,,5.020789658849229
2011-12-17,,,,4.281136758922112
2011-12-18,,,,3.7839839040745886
2011-12-19,,,,3.6535741202431153
2011-12-20,,,,3.9687884301868377
2011-12-21,,,,4.353154513462466
2011-12-22,,,,4.398612121234936
2011-12-23,,,,4.400467980621536
2011-12-24,,,,4.375701893528438
2011-12-25,,,,4.380935545982228
2011-12-26,,,,4.453283717568027
2011-12-27,,,,4.626893803181108
2011-12-28,,,,4.622271790282879
2011-12-29,,,,4.486106685358949
2011-12-30,,,,4.333786156879211
2011-12-31,,,,4.322566437436799
2012-01-01,,,,4.664935600885197
2012-01-02,,,,4.357206416276653
2012-01-03,,,,4.393359514316818
2012-01-04,,,,4.685745684482055
2012-01-05,,,,5.116760516260365
2012-01-06,,,,6.266970043753307
2012-01-07,,,,6.358709282263419
2012-01-08,,,,6.334294922727535
2012-01-09,,,,6.340237495952892
2012-01-10,,,,6.858557865148843
2012-01-11,,,,6.772862051365388
2012-01-12,,,,6.8529208268103226
2012-01-13,,,,6.810200694888853
2012-01-14,,,,6.991793455389359
2012-01-15,,,,6.994419921979032
2012-01-16,,,,6.9793799149913545
2012-01-17,,,,7.093730585068872
2012-01-18,,,,7.882832416052625
2012-01-19,,,,7.6902843703619235
2012-01-20,,,,7.741508281408262
2012-01-21,,,,7.734821167391613
2012-01-22,,,,7.833050360386504
2012-01-23,,,,7.826557986781249
2012-01-24,,,,7.759462109226625
2012-01-25,,,,7.676436542751955
2012-01-26,,,,7.921292692
2012-01-27,,,,8.072256762
2012-01-28,,,,8.075183105907453
2012-01-29,,,,8.133143888727279
2012-01-30,,,,7.976645892099834
2012-01-31,,,,7.725909717344538
2012-02-01,,,,7.723146663368989
2012-02-02,,,,7.826569079014746
2012-02-03,,,,7.446860170080141
2012-02-04,,,,6.174508764505802
2012-02-05,,,,6.147796438960496
2012-02-06,,,,6.154098717000725
2012-02-07,,,,6.112247771783724
2012-02-08,,,,5.814932987995907
2012-02-09,,,,5.816569041923249
2012-02-10,,,,5.647037298239532
2012-02-11,,,,5.656187914645631
2012-02-12,,,,5.640323357596167
2012-02-13,,,,5.537662853311351
2012-02-14,,,,5.520937932457716
2012-02-15,,,,6.192573533806968
2012-02-16,,,,5.360051937206765
2012-02-17,,,,5.214644230136124
2012-02-18,,,,5.036462134140462
2012-02-19,,,,5.027136226599879
2012-02-20,,,,5.076438797838977
2012-02-21,,,,5.039382595849539
2012-02-22,,,,5.026435581004056
2012-02-23,,,,5.107541043654957
2012-02-24,,,,5.486863260629327
2012-02-25,,,,5.323530019109814
2012-02-26,,,,5.403464975215001
2012-02-27,,,,5.301171381455791
2012-02-28,,,,5.248233086
2012-02-29,,,,5.236255523203215
2012-03-01,,,,5.236176803546002
2012-03-02,,,,4.832756017178517
2012-03-03,,,,4.877265613817938
2012-03-04,,,,4.873701160842441
2012-03-05,,,,4.967981715215767
2012-03-06,,,,4.998378103532409
2012-03-07,,,,4.946223999618167
2012-03-08,,,,4.8693833424186135
2012-03-09,,,,4.865064171014423
2012-03-10,,,,4.791077246711666
2012-03-11,,,,4.775141590462257
2012-03-12,,,,4.704000021705497
2012-03-13,,,,4.699325547679901
2012-03-14,,,,4.843775765063071
2012-03-15,,,,3.679646928869017
2012-03-16,,,,3.622145811527077
2012-03-17,,,,3.604510512890871
2012-03-18,,,,3.622061097133423
2012-03-19,,,,3.4964971283251365
2012-03-20,,,,4.146821838949773
2012-03-21,,,,4.175457954761011
2012-03-22,,,,4.152723512998887
2012-03-23,,,,4.138536030096264
2012-03-24,,,,3.394325685459861
2012-03-25,,,,3.39292250123284
2012-03-26,,,,3.2927156469676424
2012-03-27,,,,3.250253412149859
2012-03-28,,,,3.343599357
2012-03-29,,,,3.3287942085836235
2012-03-30,,,,3.3299157440274896
2012-03-31,,,,3.3275198354215023
2012-04-01,,,,3.2196577085970848
2012-04-02,,,,3.2138631131023256
2012-04-03,,,,3.159820361722347
2012-04-04,,,,3.0986906818569304
2012-04-05,,,,3.1023364513831964
2012-04-06,,,,3.0965466924784795
2012-04-07,,,,3.09867751055748
2012-04-08,,,,3.2521609577479254
2012-04-09,,,,3.279704569189748
2012-04-10,,,,3.2808933381783194
2012-04-11,,,,3.282744652827144
2012-04-12,,,,2.9745379951281152
2012-04-13,,,,2.941668590190694
2012-04-14,,,,2.941518793
2012-04-15,,,,2.942073493441149
2012-04-16,,,,2.9131897930386508
2012-04-17,,,,2.9027825315958724
2012-04-18,,,,1.880011801373464
2012-04-19,,,,1.8691400418258013
2012-04-20,,,,1.8649542235571248
2012-04-21,,,,1.9284346803847676
2012-04-22,,,,1.963477061691897
2012-04-23,,,,1.9796967026433665
2012-04-24,,,,2.1265130025088714
2012-04-25,,,,2.1638819435254857
2012-04-26,,,,2.0427810940923905
2012-04-27,,,,2.0453300533900323
2012-04-28,,,,2.0449397408905763
2012-04-29,,,,2.101629768316716
2012-04-30,,,,2.11443809
2012-05-01,,,,2.095701441148992
2012-05-02,,,,2.028619134027654
2012-05-03,,,,2.043971685290722
2012-05-04,,,,2.0457841826913805
2012-05-05,,,,2.064018763501835
2012-05-06,,,,2.0616650272624546
2012-05-07,,,,1.771481439549522
2012-05-08,,,,1.7307149693299737
2012-05-09,,,,1.709033823532228
2012-05-10,,,,1.7020051041015487
2012-05-11,,,,1.8271322207454483
2012-05-12,,,,1.8759961726883565
2012-05-13,,,,1.87533424
2012-05-14,,,,1.8747373875580624
2012-05-15,,,,1.8964561585845143
2012-05-16,,,,1.8931768340338568
2012-05-17,,,,1.896138455611936
2012-05-18,,,,1.8222785133851664
2012-05-19,,,,1.8220383089389207
2012-05-20,,,,1.6464579727016575
2012-05-21,,,,1.6200346086116475
2012-05-22,,,,1.610077721727245
2012-05-23,,,,1.329533984046244
2012-05-24,,,,1.2366476601425784
2012-05-25,,,,1.2330593962843983
2012-05-26,,,,1.2300360192083102
2012-05-27,,,,1.2395327443535185
2012-05-28,,,,1.141959667043554
2012-05-29,,,,1.099104977828281
2012-05-30,,,,1.0899686205198462
2012-05-31,,,,1.0790903869263828
2012-06-01,,,,1.0576933544167142
2012-06-02,,,,1.087087787247233
2012-06-03,,,,1.0590617193893102
2012-06-04,,,,1.0738271000601192
2012-06-05,,,,1.0849984029189157
2012-06-06,,,,1.2289267776703956
2012-06-07,,,,1.2260532745211576
2012-06-08,,,,1.283649447469391
2012-06-09,,,,0.9873660868733228
2012-06-10,,,,0.9855392324253328
2012-06-11,,,,1.0506509963516053
2012-06-12,,,,1.081966248528532
2012-06-13,,,,1.11449862987201
2012-06-14,,,,1.289529807061469
2012-06-15,,,,1.2861821245230298
2012-06-16,,,,1.9949457684166327
2012-06-17,,,,2.042199664793789
2012-06-18,,,,2.200866522881562
2012-06-19,,,,2.216482900971848
2012-06-20,,,,2.2509338020979794
2012-06-21,,,,2.267880396161478
2012-06-22,,,,2.2723631100855792
2012-06-23,,,,2.3239384898738
2012-06-24,,,,2.3765292594048795
2012-06-25,,,,2.3873362692410653
2012-06-26,,,,2.402869848524228
2012-06-27,,,,2.4065579296938053
2012-06-28,,,,2.456233522790245
2012-06-29,,,,2.462580053792054
2012-06-30,,,,2.462868256391591
2012-07-01,,,,2.456441456725065
2012-07-02,,,,2.465802102985124
2012-07-03,,,,2.453839842567631
2012-07-04,,,,2.663731326928375
2012-07-05,,,,2.6188171193744982
2012-07-06,,,,2.6395754701812426
2012-07-07,,,,2.625755535577638
2012-07-08,,,,2.633650858
2012-07-09,,,,2.607400043108238
2012-07-10,,,,2.607443002641017
2012-07-11,,,,2.618149395952817
2012-07-12,,,,2.620863231429199
2012-07-13,,,,2.9118311513846766
2012-07-14,,,,2.9396467219107194
2012-07-15,,,,2.549546108340451
2012-07-16,,,,2.519890301111041
2012-07-17,,,,3.0332544434464657
2012-07-18,,,,3.056842046177468
2012-07-19,,,,3.0690633814809107
2012-07-20,,,,3.136216809595759
2012-07-21,,,,3.268893865383235
2012-07-22,,,,3.264895826668697
2012-07-23,,,,3.417057854019482
2012-07-24,,,,3.393509555206258
2012-07-25,,,,3.3807594671930103
2012-07-26,,,,3.385848431926481
2012-07-27,,,,3.354455888519578
2012-07-28,,,,3.3456793019931994
2012-07-29,,,,3.352057103253509
2012-07-30,,,,3.3982423447187355
2012-07-31,,,,3.437816903366122
2012-08-01,,,,3.447785051
2012-08-02,,,,3.264729652
2012-08-03,,,,3.617060570314744
2012-08-04,,,,3.64286305492906
2012-08-05,,,,3.634691189700549
2012-08-06,,,,3.671054293115988
2012-08-07,,,,3.6804497106280274
2012-08-08,,,,3.669588718167305
2012-08-09,,,,3.6830633262721006
2012-08-10,,,,3.6698895512628433
2012-08-11,,,,3.4467823721343924
2012-08-12,,,,3.4106643630140945
2012-08-13,,,,3.3622753144608044
2012-08-14,,,,3.3813637933051304
2012-08-15,,,,2.865369296711891
2012-08-16,,,,3.1307029492831755
2012-08-17,,,,3.1073745309028533
2012-08-18,,,,4.335992204038293
2012-08-19,,,,4.233429455273503
2012-08-20,,,,8.246866671932713
2012-08-21,,,,9.285173869
2012-08-22,,,,9.296574427951576
2012-08-23,,,,9.298208972078823
2012-08-24,,,,9.303571417192588
2012-08-25,,,,9.338209102574057
2012-08-26,,,,9.340828243049565
2012-08-27,,,,9.339907776719295
2012-08-28,,,,9.337273893715029
2012-08-29,,,,9.313105251549588
2012-08-30,,,,9.305478327539598
2012-08-31,,,,9.306270705726735
2012-09-01,,,,9.198160688271647
2012-09-02,,,,9.167519031691056
2012-09-03,,,,9.180943912966876
2012-09-04,,,,9.200990180835287
2012-09-05,,,,9.20406244
2012-09-06,,,,9.259726315065365
2012-09-07,,,,9.264534778891289
2012-09-08,,,,9.269726666
2012-09-09,,,,9.253119702780486
2012-09-10,,,,9.250294241065626
2012-09-11,,,,9.25215838
2012-09-12,,,,9.231115391
2012-09-13,,,,9.227388590276572
2012-09-14,,,,9.080006968626885
2012-09-15,,,,9.084955886241014
2012-09-16,,,,8.627901615571245
2012-09-17,,,,8.629726143530613
2012-09-18,,,,4.796829945648923
2012-09-19,,,,2.323321733299601
2012-09-20,,,,2.298081707793083
2012-09-21,,,,2.3458698707106893
2012-09-22,,,,2.308455672843949
2012-09-23,,,,2.187765739903169
2012-09-24,,,,2.1816863673552933
2012-09-25,,,,2.193498460473642
